text,label,rating,source,restaurant,location
Sometimes the customer service are rude went ordering the food at there.Wantan Mee was so watery.The popiah was nice.,negative,2.0,google,Lilys Vegetarian Kitchen Sdn. Bhd.,Penang
Big space and very quaint. Lots of cats of different breeds. Staffs and owners are really friendly. There's toilet and space that you can reserve for big groups. You either have to pay an entrance fee of RM15 or buy some refreshments or,positive,4.0,google,C.A.T.S Cafe (JB) - Cats At Their Sanctuary,JB
Overpriced,neutral,3.0,google,Zinc Restaurant & Bar,Kuching
"The meat was overcooked and cold, including the GARKIC SAUCE the feelings was eat and leave this place as soon as possible, they are not welcoming at all...the sense that American lady gives you it's only give me your money! I was being stolked by the service while I was on the phone, as they thought I would not pay. Basically one of the worst dinner ever! Average spending 250 per person! If they are not passionate in what they are doing I suggest to fund them an alternative job!",negative,1.0,tripadvisor,Ril's Bangsar,KL
"Owners say that they gave us a half chicken, but no wings or drumstick, thats not a half chicken.The owners are old people so not so negotiatable or understanding but the employees were good. Owners an old guy and an old lady.Never going back there.😠",negative,1.0,google,Hainanese Delights Restaurant Penang,Penang
Nice place for Dim Sum. Open early morning at 6am.  Many choice of Dim Sum available. Must try thier desert.,positive,5.0,tripadvisor,Ming Court Hong Kong Tim Sum,Ipoh
"This place was ranked the top dim sum place along with Ming Kok in Ipoh, I never have chance to dine at Ming Kok, but yes for Foh San because there are more tables here. The food was not that great as what they had been rated, price was not cheap either. There are many variety for sure, but the taste was just alright. The service was not good, some waitress even show us smelly face when we refused to take what they recommended.",negative,2.0,tripadvisor,Foh San,Ipoh
"We go regularly to Leonardo’s, for years now. It’s a bit tricky to find as you need to locate the door between the restaurants on the ground floor in this street. But once you’re there and climbed the stairs, I suggest you keep climbing to the 2nd floor. It has the same menu iirc, though the 2nd floor has cosy seating arrangements which change the atmosphere. The 1st floor is more formal. The menu changed recently and some great dishes are no more so 1 star less. However, instead there’s now ample choice of cold cuts, including the famous iberico ham which they’ll cut right next to you. I recommend the meatballs (comes with mashed potatoes and great sauce) and a few cold cuts. Combine this with the house wine and you’re set. A perfect place for a relaxed evening out for couples or small groups of friends.",positive,4.0,tripadvisor,Leonardo's Dining Room & Wine Loft,KL
Service in Kudu bar unfriendly,neutral,3.0,google,Out of Africa Restaurant & Kudu Bar,Petaling Jaya
"The view frm the restaurant is amazing but the food is generally ok. For the price they charge, we would expect something of a higher quality. Service is generally ok - I had to good servers but the table next to me clearly had issues with theirs. Generally pleasant but not exactly one to visit.",neutral,3.0,tripadvisor,Marini's on 57,KL
My husband and I ordered lamb burger and lamb kebabs. Both were delicious and definitely come back again. Meat were tender and freshly made. Their sauces were amazing! Yummy 😊,positive,5.0,tripadvisor,Arang BBQ & Grill Langkawi,Langkawi
The best fried fish and curry,positive,5.0,google,லூசி லிங்கம் வாழை இலை உணவகம்,Kuching
"Food is just ok here. We ordered char kwei teow, Malaysian satay, beef fried rice, fish soup, chicken curry, bubur chacha and the durian cendol. Overall the food presentation here is not that great, service is definitely BAD the fork given",negative,2.0,google,Madam Kwan's Suria KLCC,KL
Food tasty but poor customer service,neutral,3.0,google,Ashoka Curry House,JB
I’ve been here for both snacks and meals.  While the dinning room is cheerful and very clean the food is quite ordinary—idli was gummy and vada was without flavour.  The chutney was also underwhelming.,neutral,3.0,google,MTR,Petaling Jaya
"had a dinner here for the first time with my cousin & siblings last night. apparently the service aren't as exclusive as the restaurant itself or maybe it was our bad luck, you can guess! we came quite late, about 09.35pm? but even so, that",negative,1.0,google,Just Seafood,Petaling Jaya
Servis slow...,negative,1.0,google,Mom's Laksa Kopitiam,Kuching
Suitable for all races. Just drop by and have a try. The price is reasonable. Location at The Spring Mall at Jalan Simpang Tiga Kuching Sarawak,positive,4.0,tripadvisor,The Spring,Kuching
Food was great but service was deplorable and very clumsy. Waited 20 minutes for water and food was cold when it arrived. Do try the coconut cake dessert.,neutral,3.0,tripadvisor,Naughty Nuri's,KL
"I ate there for a conference dinner. The main course is nice, but there is room for improvement for desserts and salads. The sorbets is tasteless and salads too simple.",positive,4.0,tripadvisor,"Graze Restaurant, Kuala lumpur",KL
"Need a cooling place and to savour chicken rice or noodle with good discount on next visit.  Well,  this is the place.",neutral,3.0,google,Restaurant Huat Chicken,Ipoh
The authentic Nyonya food is a must try! The Melting Pot also surprised us with their unique and healthy Brown Rice Nasi Lemak set and Coconut Oil Fried Rice. This precious gem is a lovely place with its good service and one-of-a-kind decor!!Recommended it to my friends and they love it too!,positive,5.0,tripadvisor,The Melting Pot,Melaka
Having hamburger pepper .. where they wanted to charged us for RM45 for this ???Not even proper patties and buns.. instead sourdough! Over rated for the price definitely isn’t us.We don’t mind paying high price if it worth what we ordered for.Staff very slow responsive unsure what they are doing ... need to call them many times before you place the order.We left with disappointment and will never come back,negative,1.0,tripadvisor,Hard Rock Cafe,Melaka
"Known for their pork burgers Fatboy's in Publika serve up some very juicy and tasty creations. They have regular items, but also some interesting recipes for those looking for something different.",neutral,3.0,tripadvisor,Fatboy's The Burger Bar,KL
My second visit was different from the first oneThe choice of food were so limited. Everything was not as expected. Sorry rebung.. Pls improve before losing ur customers. Macam makan nasi campur di gerai. Tq,negative,2.0,google,Restoran Rebung Dato Chef Ismail,KL
Cheap .. and little quantity ..And eating is the same thing,neutral,3.0,google,Colonial India Restaurant,Langkawi
"Tried this restaurant during my stay in MO in July, was looking out for the Sze Chuan cuisine show-case. Items we ordered includes Soup of the Day and Clear chicken soup, Sze Chuan Mapo tofu, Sze Chuan Spicy diced chilli chicken (La Zi Ji). Both soups are fine, but I would expect more usage of dried ingredients apart from Conpoy, as cantonese cuisines generally have generous amount of dried seafood to season the boiled soup. The soups ordered felt rather lackluster, bland. The biggest disappointments come from the Sze Chuan cuisines which was the highlight of the month. Being a Szechuan cuisine lover and frequent tasting of Sze Chuan restaurants (in Chengdu, Beijing, Harbin and Singapore), the dishes in Lai Po Heen are totally off the taste. Mapo Tofu - is nothing but just spicy sweet and sour tofu. Being a high-end restaurant, using the wrong chilli for the dish is not forgivable. Chilli padi is way too strong, it masked totally the small amount of green peppercorn used to prepare the cuisine. The sauce is way too sweet, it's more like a fusion of peranakan styled tofu cubes. Perhaps the chef should visit Chen Mapo in Chengdu before offering this on the menu; and proper sourcing of chili (dried). Even if making your own fusion, it shouldn't be chili padi sweet tofu. SC La Zi ji - there's an identity crisis. Yes the fried dried chili are there, but the chickens are cut in such big chunks, and i supposed either honey glazed or caramelized, it taste almost like Gongbao Chicken instead of La Zi Ji. Again there's a lack of sufficient peppercorns used, which can be tasted as it lacks the aroma from the peppercorn. The sweetness is overdone. Quality of the chili used is questionable, either its masked by chili padi or it's not fried to the crunchiness to extract the flavors out. Overall, the sze chuan cuisines felt like a fusion of malay and chinese dishes; nothing sze chuan at all apart from the names. You're better off to stick with the original menu of cantonese food. P.S.: I ordered one Mango Pomelo Sago, it tasted more like mango milk. Too much cream, there's no mango freshness. Your chef should probably just try out the mango dessert from Hui Lau Shan next door at Suria KLCC. I don't know seriously how can you serve such a off-tasting famous mango dessert...",negative,2.0,tripadvisor,Lai Po Heen,KL
